Sr. No.,Q,P1,P2,Pcd,Phd,T1,T2,T3,T4,Eff,Status,,,,
592,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
593,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
594,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
595,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
596,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
597,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
598,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
599,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
600,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
601,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
602,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
603,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
604,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
605,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
606,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
607,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
608,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
609,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
610,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
611,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
612,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
613,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
614,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
615,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
616,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
617,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
618,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
619,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
620,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
621,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
622,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
623,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
624,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
625,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
626,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
627,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
628,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
629,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
630,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
631,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
632,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
633,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
634,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
635,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
636,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
637,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
638,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
639,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
640,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
641,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
642,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
643,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
644,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
645,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
646,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
647,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
648,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
649,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
650,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
651,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
652,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
653,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
654,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
655,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
656,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
657,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
658,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
659,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
660,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
661,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
662,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
663,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
664,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
665,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
666,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
667,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
668,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
669,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
670,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
671,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
672,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
673,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
674,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
675,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
676,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
677,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
678,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
679,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
680,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
681,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
682,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
683,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
684,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
685,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
686,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
687,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
688,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
689,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
690,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
691,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
692,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
693,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
694,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
695,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
696,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
697,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
698,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
699,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
700,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
701,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
702,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
703,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
704,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
705,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
706,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
707,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
708,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
709,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
710,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
711,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
712,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
713,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
714,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
715,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
716,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
717,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
718,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
719,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
720,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
721,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
722,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
723,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
724,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
725,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
726,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
727,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
728,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
729,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
730,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
731,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
732,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
733,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
734,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
735,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
736,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
737,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
738,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
739,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
740,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
741,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
742,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
743,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
744,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
745,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
746,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
747,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
748,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
749,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
750,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
751,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
752,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
753,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
754,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
755,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
756,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
757,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
758,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
759,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
760,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
761,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
762,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
763,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
764,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
765,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
766,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
767,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
768,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
769,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
770,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
771,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
772,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
773,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
774,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
775,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
776,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
777,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
778,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
779,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
780,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
781,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
782,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
783,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
784,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
785,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
786,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
787,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
788,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
789,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
790,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
791,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
792,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
793,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
794,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
795,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
796,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
797,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
798,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
799,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
800,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
801,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
802,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
803,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
804,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
805,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
806,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
807,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
808,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
809,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
810,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
811,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
812,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
813,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
814,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
815,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
816,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
817,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
818,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
819,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
820,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
821,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
822,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
823,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
824,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
825,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
826,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
827,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
828,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
829,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
830,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
831,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
832,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
833,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
834,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
835,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
836,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
837,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
838,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
839,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
840,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
841,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
842,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
843,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
844,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
845,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
846,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
847,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
848,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
849,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
850,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
851,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
852,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
853,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
854,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
855,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
856,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
857,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
858,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
859,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
860,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
861,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
862,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
863,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
864,650,0.2,0.26,40,33,312.32,335.31,339.12,317.22,L_Stable,L_Stable,,,,
865,300,0.08,0.06,9,6,315.24,360.25,368.22,321.17,0.891235,L_Stable,,,,
866,400,0.14,0.12,15,12,314.27,358.25,367.17,321.16,0.890783,L_Stable,,,,
867,500,0.2,0.17,21,21,313.31,354.31,366.14,321.15,0.901146,L_Stable,,,,
868,550,0.24,0.2,25,27,312.67,351.27,365.12,321.14,0.901345,L_Stable,,,,
869,588,0.26,0.24,32,31,311.21,349.29,364.14,321.13,0.912367,H_Stable,,,,
870,650,0.32,0.26,37,35,311.17,347.73,363.12,321.12,0.943256,H_Stable,,,,
871,300,0.09,0.06,10,7,316.63,347.02,362.14,321.11,0.891235,L_Stable,,,,
872,400,0.08,0.12,16,14,315.74,346.65,361.12,321.11,0.890783,L_Stable,,,,
873,500,0.14,0.17,22,22,314.32,346.21,360.14,320.14,0.901146,L_Stable,,,,
874,550,0.2,0.2,24,26,313.72,345.93,359.12,320.13,0.901345,L_Stable,,,,
875,588,0.24,0.24,31,30,312.43,345.89,358.14,320.12,0.912367,H_Stable,,,,
876,650,0.28,0.26,40,33,312.32,344.65,357.12,320.11,0.943256,H_Stable,,,,
877,300,0.32,0.06,9,6,315.24,344.69,356.14,320.09,0.891235,L_Stable,,,,
878,400,0.09,0.12,15,12,314.27,343.34,354.12,320.08,0.890783,L_Stable,,,,
879,500,0.08,0.17,21,21,313.31,342.91,353.14,320.07,0.901146,L_Stable,,,,
880,550,0.14,0.2,25,27,312.67,341.68,352.12,319.43,0.901345,L_Stable,,,,
881,588,0.2,0.24,32,31,311.21,340.47,351.14,319.4,0.912367,H_Stable,,,,
882,650,0.24,0.26,37,35,311.17,339.37,350.12,319.39,0.943256,H_Stable,,,,
883,300,0.28,0.06,10,7,316.63,339.27,349.14,319.36,0.891235,L_Stable,,,,
884,400,0.32,0.12,16,14,315.74,338.28,347.12,318.91,0.890783,L_Stable,,,,
885,500,0.09,0.17,22,22,314.32,337.34,345.14,318.63,0.901146,L_Stable,,,,
886,550,0.08,0.2,24,26,313.72,336.32,342.12,318.41,0.901345,L_Stable,,,,
887,588,0.14,0.24,31,30,312.43,336.15,340.14,317.47,L_Stable,L_Stable,,,,
